month,category_level,category1,category2,category3,retailer,total_sku_count,promo_sku_count,promo_sku_pct,avg_promo_days,month_days,promotion_frequency,avg_discount_pct,median_discount_pct,promo_index_matched_sku_count,promo_price_index
2024-01,category1,Drinks,ALL,ALL,WELLCOME,129,87,0.6744186046511628,10.968992248062015,31,0.35383845961490373,0.22705400923183017,0.2222222222222222,125.0,98.38659884820093
2024-01,category1,Household / Pet food and care,ALL,ALL,AEON,8,0,0.0,0.0,31,0.0,,,8.0,103.95313058488279
2024-01,category1,Household / Pet food and care,ALL,ALL,JASONS,129,79,0.6124031007751938,13.589147286821705,31,0.43835958989747437,0.20009237947983022,0.2,128.0,100.62311797750871
2024-01,category1,Household / Pet food and care,ALL,ALL,MANNINGS,1,0,0.0,0.0,31,0.0,,,1.0,106.56198899301953
2024-01,category1,Household / Pet food and care,ALL,ALL,PARKNSHOP,174,161,0.9252873563218391,16.114942528735632,31,0.5198368557656655,0.1273411778491355,0.09999999999999991,131.0,99.83879257930394
2024-01,category1,Household / Pet food and care,ALL,ALL,WATSONS,42,9,0.21428571428571427,3.4285714285714284,31,0.11059907834101382,0.18058980146906137,0.15110356536502545,41.0,104.54992804335095
2024-01,category1,Household / Pet food and care,ALL,ALL,WELLCOME,140,80,0.5714285714285714,12.978571428571428,31,0.41866359447004603,0.19935132246753542,0.2,138.0,98.12043045904962
2024-01,category1,Milk powder / Baby care,ALL,ALL,AEON,15,0,0.0,0.0,31,0.0,,,7.0,104.3949597169388
2024-01,category1,Milk powder / Baby care,ALL,ALL,JASONS,59,17,0.288135593220339,3.76271186440678,31,0.12137780207763806,0.10968743307974288,0.11029411764705882,59.0,102.06881490957416
2024-01,category1,Milk powder / Baby care,ALL,ALL,MANNINGS,100,28,0.28,5.71,31,0.18419354838709678,0.21709667667365232,0.23083153347732183,99.0,99.96347639467072
2024-01,category1,Milk powder / Baby care,ALL,ALL,PARKNSHOP,97,63,0.6494845360824743,12.381443298969073,31,0.39940139674093783,0.1325824798797379,0.15,95.0,98.89016890300063
2024-01,category1,Milk powder / Baby care,ALL,ALL,WATSONS,120,97,0.8083333333333333,8.375,31,0.2701612903225806,0.06757528980786942,0.0,115.0,99.34097463030291
2024-01,category1,Milk powder / Baby care,ALL,ALL,WELLCOME,76,19,0.25,3.3421052631578947,31,0.10780984719864177,0.16314397447183787,0.15377616014558695,74.0,100.59836226880607
2024-01,category1,Noodles / Cooking needs / Processed food (cold),ALL,ALL,AEON,5,0,0.0,0.0,31,0.0,,,,
2024-01,category1,Noodles / Cooking needs / Processed food (cold),ALL,ALL,DCHFOOD,44,14,0.3181818181818182,0.9545454545454546,31,0.030791788856304986,,,33.0,103.32919143970113
2024-01,category1,Noodles / Cooking needs / Processed food (cold),ALL,ALL,JASONS,172,91,0.5290697674418605,10.319767441860465,31,0.33289572393098277,0.2876215414521152,0.2958375,171.0,100.8487619219459
2024-01,category1,Noodles / Cooking needs / Processed food (cold),ALL,ALL,PARKNSHOP,244,137,0.5614754098360656,10.975409836065573,31,0.3540454785827604,0.28535406518485884,0.264516129032258,190.0,100.22953834046702
2024-01,category1,Noodles / Cooking needs / Processed food (cold),ALL,ALL,WELLCOME,199,110,0.5527638190954773,10.72361809045226,31,0.34592316420813746,0.28467875031339795,0.2857142857142857,197.0,98.52010488339032
2024-01,category1,Personal care,ALL,ALL,AEON,4,0,0.0,0.0,31,0.0,,,3.0,104.57194514626589
2024-01,category1,Personal care,ALL,ALL,JASONS,145,82,0.5655172413793104,7.406896551724138,31,0.2389321468298109,0.23263524308406242,0.25,141.0,101.88788219294247
2024-01,category1,Personal care,ALL,ALL,MANNINGS,170,98,0.5764705882352941,10.441176470588236,31,0.3368121442125237,0.35793719972932253,0.3333342618384401,157.0,95.05865471388559
2024-01,category1,Personal care,ALL,ALL,PARKNSHOP,233,134,0.575107296137339,8.446351931330472,31,0.27246296552678945,0.184347955589779,0.1736227045075125,203.0,103.01376659215553
2024-01,category1,Personal care,ALL,ALL,WATSONS,296,206,0.6959459459459459,9.486486486486486,31,0.3060156931124673,0.18446482030277297,0.24999999999999994,250.0,99.70281470833531
2024-01,category1,Personal care,ALL,ALL,WELLCOME,180,86,0.4777777777777778,6.166666666666667,31,0.19892473118279572,0.2514873416925334,0.25,175.0,100.78845922668233
2024-01,category1,Rice / Oil / Canned food / Fruits / Vegetables / Meat,ALL,ALL,AEON,7,0,0.0,0.0,31,0.0,,,,
2024-01,category1,Rice / Oil / Canned food / Fruits / Vegetables / Meat,ALL,ALL,DCHFOOD,31,3,0.0967741935483871,0.2903225806451613,31,0.009365244536940688,,,27.0,111.6207446837065
2024-01,category1,Rice / Oil / Canned food / Fruits / Vegetables / Meat,ALL,ALL,JASONS,105,82,0.780952380952381,10.523809523809524,31,0.33947772657450076,0.1372609774838412,0.06912878787878787,101.0,101.23311899702362
2024-01,category1,Rice / Oil / Canned food / Fruits / Vegetables / Meat,ALL,ALL,PARKNSHOP,174,67,0.3850574712643678,8.057471264367816,31,0.25991842788283276,0.24423419400586494,0.21430122032531668,83.0,95.93939292318527
2024-01,category1,Rice / Oil / Canned food / Fruits / Vegetables / Meat,ALL,ALL,WELLCOME,108,47,0.4351851851851852,8.842592592592593,31,0.28524492234169657,0.2569205661875109,0.2214285714285714,107.0,99.72772905553803
2024-02,category1,Bakery / Cereals / Spreads,ALL,ALL,DCHFOOD,2,0,0.0,0.0,29,0.0,,,2.0,100.34182071852109
2024-02,category1,Bakery / Cereals / Spreads,ALL,ALL,JASONS,83,24,0.2891566265060241,3.5301204819277108,29,0.12172829248026588,0.18975849033403924,0.1780821917808219,76.0,100.49630397342808
2024-02,category1,Bakery / Cereals / Spreads,ALL,ALL,PARKNSHOP,81,17,0.20987654320987653,2.740740740740741,29,0.09450830140485314,0.21430088086038562,0.17945205479452056,57.0,99.91371287657942
2024-02,category1,Bakery / Cereals / Spreads,ALL,ALL,WELLCOME,72,23,0.3194444444444444,3.9444444444444446,29,0.1360153256704981,0.1766950452321657,0.1780821917808219,72.0,99.53363278233407
2024-02,category1,Beer / Wines / Spirits,ALL,ALL,JASONS,39,24,0.6153846153846154,10.692307692307692,29,0.36870026525198935,0.22154992644424887,0.18515336145393946,39.0,98.50361369864945
2024-02,category1,Beer / Wines / Spirits,ALL,ALL,PARKNSHOP,46,22,0.4782608695652174,7.260869565217392,29,0.25037481259370314,0.2516571315992626,0.2438320134938106,39.0,101.6301370876042
2024-02,category1,Beer / Wines / Spirits,ALL,ALL,WELLCOME,42,22,0.5238095238095238,10.119047619047619,29,0.3489326765188834,0.22508536666588713,0.18515336145393946,42.0,99.85835973343151
2024-02,category1,Candies / Biscuits / Snacks,ALL,ALL,DCHFOOD,6,0,0.0,0.0,29,0.0,,,5.0,96.45598648565851
2024-02,category1,Candies / Biscuits / Snacks,ALL,ALL,JASONS,166,119,0.7168674698795181,15.367469879518072,29,0.5299127544661404,0.2729440050051523,0.25449871465295626,162.0,99.45620328819544
2024-02,category1,Candies / Biscuits / Snacks,ALL,ALL,MANNINGS,16,3,0.1875,4.4375,29,0.15301724137931033,0.13546061884669477,0.1145833333333333,16.0,103.69079678412834
2024-02,category1,Candies / Biscuits / Snacks,ALL,ALL,PARKNSHOP,172,105,0.6104651162790697,12.656976744186046,29,0.43644747393744987,0.2550609866762299,0.25,138.0,101.46789488965074
2024-02,category1,Candies / Biscuits / Snacks,ALL,ALL,WATSONS,3,0,0.0,0.0,29,0.0,,,3.0,97.48694868151073
2024-02,category1,Candies / Biscuits / Snacks,ALL,ALL,WELLCOME,149,109,0.7315436241610739,16.114093959731544,29,0.5556584124045361,0.26957123578207776,0.25,149.0,99.03502143096988
2024-02,category1,Dairy / Soy products / Eggs,ALL,ALL,AEON,1,0,0.0,0.0,29,0.0,,,1.0,107.56870400961105
2024-02,category1,Dairy / Soy products / Eggs,ALL,ALL,DCHFOOD,8,0,0.0,0.0,29,0.0,,,8.0,96.79417615882703
2024-02,category1,Dairy / Soy products / Eggs,ALL,ALL,JASONS,166,126,0.7590361445783133,13.25301204819277,29,0.45700041545492315,0.2728422736686751,0.26538046411225036,166.0,99.44060647463385
2024-02,category1,Dairy / Soy products / Eggs,ALL,ALL,PARKNSHOP,181,126,0.6961325966850829,11.850828729281767,29,0.4086492665269575,0.2504887822398925,0.24031395483051826,153.0,101.74790135060752
2024-02,category1,Dairy / Soy products / Eggs,ALL,ALL,WATSONS,6,0,0.0,0.0,29,0.0,,,6.0,102.57776593618864
2024-02,category1,Dairy / Soy products / Eggs,ALL,ALL,WELLCOME,166,124,0.7469879518072289,13.313253012048193,29,0.4590776900706274,0.2708824936233988,0.26538046411225036,166.0,98.99178972285335
2024-02,category1,Drinks,ALL,ALL,AEON,2,0,0.0,0.0,29,0.0,,,2.0,117.08812627716752
2024-02,category1,Drinks,ALL,ALL,DCHFOOD,8,0,0.0,0.0,29,0.0,,,8.0,105.26866918243746
2024-02,category1,Drinks,ALL,ALL,JASONS,144,94,0.6527777777777778,10.909722222222221,29,0.3761973180076628,0.24927377784745952,0.25,144.0,100.70772554498532
2024-02,category1,Drinks,ALL,ALL,PARKNSHOP,159,122,0.7672955974842768,13.20125786163522,29,0.45521578833224896,0.19036135996201556,0.16666666666666666,130.0,98.87709565839938
2024-02,category1,Drinks,ALL,ALL,WATSONS,9,1,0.1111111111111111,3.2222222222222223,29,0.11111111111111112,0.31999999999999995,0.32,9.0,104.88321635674187
2024-02,category1,Drinks,ALL,ALL,WELLCOME,143,93,0.6503496503496503,11.286713286713287,29,0.38919700988666506,0.2442089075613898,0.25,143.0,99.79117429008856
2024-02,category1,Household / Pet food and care,ALL,ALL,AEON,8,0,0.0,0.0,29,0.0,,,8.0,106.4884939395605
2024-02,category1,Household / Pet food and care,ALL,ALL,JASONS,141,79,0.5602836879432624,11.326241134751774,29,0.3905600391293715,0.19946940720919443,0.2,140.0,99.45347651261088
2024-02,category1,Household / Pet food and care,ALL,ALL,MANNINGS,1,0,0.0,0.0,29,0.0,,,1.0,103.65190365190364
2024-02,category1,Household / Pet food and care,ALL,ALL,PARKNSHOP,175,132,0.7542857142857143,11.594285714285714,29,0.3998029556650246,0.17153174406876753,0.13584905660377364,132.0,100.15040472534554
2024-02,category1,Household / Pet food and care,ALL,ALL,WATSONS,41,9,0.21951219512195122,2.341463414634146,29,0.08074011774600504,0.18381794301033136,0.19444444444444445,40.0,104.29716133054549
2024-02,category1,Household / Pet food and care,ALL,ALL,WELLCOME,140,79,0.5642857142857143,11.521428571428572,29,0.3972906403940887,0.19529283192643063,0.2,139.0,99.01710819671045
2024-02,category1,Milk powder / Baby care,ALL,ALL,AEON,10,0,0.0,0.0,29,0.0,,,7.0,102.33957321201717
2024-02,category1,Milk powder / Baby care,ALL,ALL,JASONS,70,15,0.21428571428571427,2.7,29,0.09310344827586207,0.2085215034388154,0.15704387990762128,68.0,100.95417238771167
2024-02,category1,Milk powder / Baby care,ALL,ALL,MANNINGS,100,24,0.24,4.02,29,0.1386206896551724,0.22549569175144493,0.25,98.0,100.1772031059048
2024-02,category1,Milk powder / Baby care,ALL,ALL,PARKNSHOP,97,38,0.3917525773195876,3.9690721649484537,29,0.13686455741201564,0.18140005055898256,0.16228070175438597,94.0,100.53360207168829
2024-02,category1,Milk powder / Baby care,ALL,ALL,WATSONS,120,33,0.275,4.866666666666666,29,0.16781609195402297,0.30830556804771414,0.25,113.0,98.49713017586717
2024-02,category1,Milk powder / Baby care,ALL,ALL,WELLCOME,69,16,0.2318840579710145,2.9565217391304346,29,0.10194902548725636,0.20610624119960175,0.15704387990762128,69.0,100.49705140705785
2024-02,category1,Noodles / Cooking needs / Processed food (cold),ALL,ALL,DCHFOOD,17,0,0.0,0.0,29,0.0,,,16.0,101.45258290854923
2024-02,category1,Noodles / Cooking needs / Processed food (cold),ALL,ALL,JASONS,201,117,0.582089552238806,11.109452736318408,29,0.3830845771144279,0.3019212022330646,0.3,200.0,99.65897970598914
2024-02,category1,Noodles / Cooking needs / Processed food (cold),ALL,ALL,PARKNSHOP,260,214,0.823076923076923,11.615384615384615,29,0.4005305039787798,0.20635552308128755,0.1939964157706093,188.0,101.51071202148907
2024-02,category1,Noodles / Cooking needs / Processed food (cold),ALL,ALL,WELLCOME,199,118,0.592964824120603,11.864321608040202,29,0.4091145382082828,0.29916285268855564,0.3,199.0,98.85443986093321
2024-02,category1,Personal care,ALL,ALL,AEON,4,0,0.0,0.0,29,0.0,,,3.0,102.22994808845255
2024-02,category1,Personal care,ALL,ALL,JASONS,177,72,0.4067796610169492,5.271186440677966,29,0.18176504967855056,0.2842863332101568,0.25,174.0,101.49698941650949
2024-02,category1,Personal care,ALL,ALL,MANNINGS,171,101,0.5906432748538012,9.771929824561404,29,0.3369630973986691,0.3574313163949454,0.45799457994579945,156.0,94.36844510837939
2024-02,category1,Personal care,ALL,ALL,PARKNSHOP,233,102,0.43776824034334766,5.987124463519313,29,0.20645256770756254,0.27881514802127877,0.2506281407035176,202.0,102.64303428329681
2024-02,category1,Personal care,ALL,ALL,WATSONS,289,143,0.49480968858131485,6.664359861591696,29,0.22980551246867917,0.27094601124170087,0.25,244.0,100.50219405892231
2024-02,category1,Personal care,ALL,ALL,WELLCOME,173,73,0.42196531791907516,5.595375722543353,29,0.1929439904325294,0.28199440502822803,0.25,173.0,100.61587509631089
2024-02,category1,Rice / Oil / Canned food / Fruits / Vegetables / Meat,ALL,ALL,DCHFOOD,31,0,0.0,0.0,29,0.0,,,26.0,101.44382535837555
2024-02,category1,Rice / Oil / Canned food / Fruits / Vegetables / Meat,ALL,ALL,JASONS,112,44,0.39285714285714285,7.357142857142857,29,0.25369458128078815,0.2618033255845834,0.2546277777777778,101.0,100.42490166730964
2024-02,category1,Rice / Oil / Canned food / Fruits / Vegetables / Meat,ALL,ALL,PARKNSHOP,195,68,0.3487179487179487,7.948717948717949,29,0.27409372236958446,0.23021747909470958,0.19818386449021896,82.0,99.0947022789897
2024-02,category1,Rice / Oil / Canned food / Fruits / Vegetables / Meat,ALL,ALL,WELLCOME,100,43,0.43,8.12,29,0.27999999999999997,0.2628989448040196,0.25,100.0,100.01938738335154
2024-03,category1,Bakery / Cereals / Spreads,ALL,ALL,DCHFOOD,2,0,0.0,0.0,31,0.0,,,2.0,101.57522188200865
2024-03,category1,Bakery / Cereals / Spreads,ALL,ALL,JASONS,95,20,0.21052631578947367,2.473684210526316,31,0.07979626485568761,0.19648303007598567,0.1862633181126332,95.0,99.99958991389933
2024-03,category1,Bakery / Cereals / Spreads,ALL,ALL,PARKNSHOP,79,19,0.24050632911392406,3.3544303797468356,31,0.10820743160473663,0.21563704510917903,0.17945205479452056,54.0,100.06694850540919
2024-03,category1,Bakery / Cereals / Spreads,ALL,ALL,WELLCOME,93,20,0.21505376344086022,2.5161290322580645,31,0.08116545265348594,0.19495185075197186,0.1862633181126332,93.0,99.89852260657905
2024-03,category1,Beer / Wines / Spirits,ALL,ALL,JASONS,40,21,0.525,9.9,31,0.31935483870967746,0.2142387403496918,0.18918918918918914,40.0,98.79833802451095
2024-03,category1,Beer / Wines / Spirits,ALL,ALL,PARKNSHOP,45,41,0.9111111111111111,10.8,31,0.34838709677419355,0.16609705894058419,0.1355599214145383,38.0,103.26959042505095
2024-03,category1,Beer / Wines / Spirits,ALL,ALL,WELLCOME,43,22,0.5116279069767442,9.279069767441861,31,0.29932483120780196,0.22857245911296353,0.19459459459459458,43.0,98.18997353270291
2024-03,category1,Candies / Biscuits / Snacks,ALL,ALL,DCHFOOD,7,0,0.0,0.0,31,0.0,,,6.0,95.89330235404519
2024-03,category1,Candies / Biscuits / Snacks,ALL,ALL,JASONS,211,149,0.7061611374407583,16.777251184834125,31,0.5412016511236815,0.269474218258438,0.25,210.0,99.0032086784457
2024-03,category1,Candies / Biscuits / Snacks,ALL,ALL,MANNINGS,16,4,0.25,5.625,31,0.1814516129032258,0.14231748693242646,0.12818718905472634,16.0,103.55531800140207
2024-03,category1,Candies / Biscuits / Snacks,ALL,ALL,PARKNSHOP,168,112,0.6666666666666666,14.44047619047619,31,0.46582181259600614,0.2696331713709665,0.25,136.0,102.80823326419582
2024-03,category1,Candies / Biscuits / Snacks,ALL,ALL,WATSONS,3,0,0.0,0.0,31,0.0,,,3.0,99.60581122560258
2024-03,category1,Candies / Biscuits / Snacks,ALL,ALL,WELLCOME,199,139,0.6984924623115578,16.7035175879397,31,0.5388231479980549,0.26749698907329167,0.25,197.0,98.85624033633012
2024-03,category1,Dairy / Soy products / Eggs,ALL,ALL,AEON,1,0,0.0,0.0,31,0.0,,,1.0,101.48096450082618
2024-03,category1,Dairy / Soy products / Eggs,ALL,ALL,DCHFOOD,7,0,0.0,0.0,31,0.0,,,7.0,98.44847022110656
2024-03,category1,Dairy / Soy products / Eggs,ALL,ALL,JASONS,195,145,0.7435897435897436,13.005128205128205,31,0.419520264681555,0.26774882227706753,0.2692307692307692,194.0,99.56105770666882
2024-03,category1,Dairy / Soy products / Eggs,ALL,ALL,PARKNSHOP,182,141,0.7747252747252747,14.126373626373626,31,0.45568947181850405,0.2393615541178224,0.23948220064724915,152.0,101.25907130002348
2024-03,category1,Dairy / Soy products / Eggs,ALL,ALL,WATSONS,6,2,0.3333333333333333,4.666666666666667,31,0.15053763440860216,0.05405405405405406,0.05405405405405406,6.0,97.67961087632565
2024-03,category1,Dairy / Soy products / Eggs,ALL,ALL,WELLCOME,194,143,0.7371134020618557,12.938144329896907,31,0.41735949451280346,0.26731571064370085,0.28205128205128205,194.0,99.57668308773128
2024-03,category1,Drinks,ALL,ALL,AEON,3,0,0.0,0.0,31,0.0,,,3.0,110.38360674482335
2024-03,category1,Drinks,ALL,ALL,DCHFOOD,8,0,0.0,0.0,31,0.0,,,8.0,102.0341133529862
2024-03,category1,Drinks,ALL,ALL,JASONS,173,122,0.7052023121387283,11.531791907514451,31,0.37199328733917586,0.21322292816489602,0.2,173.0,99.47484502863779
2024-03,category1,Drinks,ALL,ALL,PARKNSHOP,161,110,0.6832298136645962,9.937888198757763,31,0.32057703866960524,0.19631326243774394,0.18786764705882353,131.0,100.73010293610687
2024-03,category1,Drinks,ALL,ALL,WATSONS,9,2,0.2222222222222222,4.777777777777778,31,0.15412186379928314,0.21555555555555556,0.21555555555555556,9.0,104.51028262360981
2024-03,category1,Drinks,ALL,ALL,WELLCOME,172,120,0.6976744186046512,11.534883720930232,31,0.37209302325581395,0.21088129467108,0.2,172.0,99.55001435412245
2024-03,category1,Household / Pet food and care,ALL,ALL,AEON,8,0,0.0,0.0,31,0.0,,,8.0,104.35062993930366
2024-03,category1,Household / Pet food and care,ALL,ALL,JASONS,180,87,0.48333333333333334,9.416666666666666,31,0.30376344086021506,0.17289800757783605,0.1590909090909091,178.0,99.08956249222555
2024-03,category1,Household / Pet food and care,ALL,ALL,MANNINGS,1,0,0.0,0.0,31,0.0,,,1.0,100.2629114111588
2024-03,category1,Household / Pet food and care,ALL,ALL,PARKNSHOP,176,82,0.4659090909090909,9.210227272727273,31,0.2971041055718475,0.19701027592669185,0.17199248120300747,132.0,101.33120043871968
2024-03,category1,Household / Pet food and care,ALL,ALL,WATSONS,42,9,0.21428571428571427,4.261904761904762,31,0.13748079877112135,0.14845586190577723,0.1431028277634961,42.0,102.75698981160038
2024-03,category1,Household / Pet food and care,ALL,ALL,WELLCOME,180,86,0.4777777777777778,9.366666666666667,31,0.30215053763440863,0.1719528262477747,0.1590909090909091,178.0,99.08195952945921
2024-03,category1,Milk powder / Baby care,ALL,ALL,AEON,10,5,0.5,11.2,31,0.36129032258064514,0.22041373052727914,0.20034482758620686,7.0,93.76385063445913
2024-03,category1,Milk powder / Baby care,ALL,ALL,JASONS,68,22,0.3235294117647059,3.735294117647059,31,0.1204933586337761,0.1840467084474731,0.1998742911153119,68.0,100.10047936858454
2024-03,category1,Milk powder / Baby care,ALL,ALL,MANNINGS,100,33,0.33,5.56,31,0.17935483870967742,0.20943425074115146,0.2,98.0,100.42247852901112
2024-03,category1,Milk powder / Baby care,ALL,ALL,PARKNSHOP,97,42,0.4329896907216495,7.257731958762887,31,0.23412038576654473,0.20145742918894655,0.16066098081023455,94.0,100.25489480170191
2024-03,category1,Milk powder / Baby care,ALL,ALL,WATSONS,121,37,0.30578512396694213,4.7190082644628095,31,0.1522260730471874,0.27802179890282214,0.25,113.0,99.62106651613927
2024-03,category1,Milk powder / Baby care,ALL,ALL,WELLCOME,68,22,0.3235294117647059,3.735294117647059,31,0.1204933586337761,0.1833966179479896,0.1998742911153119,68.0,99.89670370010653
2024-03,category1,Noodles / Cooking needs / Processed food (cold),ALL,ALL,DCHFOOD,18,0,0.0,0.0,31,0.0,,,17.0,103.34006838532225
2024-03,category1,Noodles / Cooking needs / Processed food (cold),ALL,ALL,JASONS,264,146,0.553030303030303,11.075757575757576,31,0.3572825024437928,0.2860105363962305,0.3,263.0,99.77081473479736
2024-03,category1,Noodles / Cooking needs / Processed food (cold),ALL,ALL,PARKNSHOP,259,152,0.5868725868725869,11.386100386100386,31,0.3672935608419479,0.2703692840616374,0.25,185.0,100.4903387340333
2024-03,category1,Noodles / Cooking needs / Processed food (cold),ALL,ALL,WELLCOME,262,145,0.5534351145038168,11.068702290076336,31,0.3570549125831076,0.2849385974373899,0.3,262.0,99.73008396514426
2024-03,category1,Personal care,ALL,ALL,AEON,4,0,0.0,0.0,31,0.0,,,3.0,105.63838178656408
2024-03,category1,Personal care,ALL,ALL,JASONS,175,86,0.49142857142857144,5.857142857142857,31,0.1889400921658986,0.24013679749787,0.25,175.0,100.21029336399477
2024-03,category1,Personal care,ALL,ALL,MANNINGS,169,103,0.6094674556213018,9.538461538461538,31,0.3076923076923077,0.32728366608938303,0.3333337078651685,156.0,96.23201457556087
2024-03,category1,Personal care,ALL,ALL,PARKNSHOP,237,98,0.41350210970464135,5.641350210970464,31,0.18197903906356336,0.27170862367814336,0.2533381678037885,205.0,103.23899557383285
2024-03,category1,Personal care,ALL,ALL,WATSONS,292,152,0.5205479452054794,6.284246575342466,31,0.20271763146266017,0.26165686020597717,0.25,244.0,99.98650993254957
2024-03,category1,Personal care,ALL,ALL,WELLCOME,177,87,0.4915254237288136,5.796610169491525,31,0.18698742482230726,0.2385371245424236,0.25,177.0,99.71456311571824
2024-03,category1,Rice / Oil / Canned food / Fruits / Vegetables / Meat,ALL,ALL,DCHFOOD,33,0,0.0,0.0,31,0.0,,,28.0,101.02180159554928
2024-03,category1,Rice / Oil / Canned food / Fruits / Vegetables / Meat,ALL,ALL,JASONS,165,52,0.3151515151515151,5.36969696969697,31,0.1732160312805474,0.26817378214366533,0.2546277777777778,160.0,100.19516097640215
2024-03,category1,Rice / Oil / Canned food / Fruits / Vegetables / Meat,ALL,ALL,PARKNSHOP,196,110,0.5612244897959183,9.10204081632653,31,0.293614219881501,0.2099395906626841,0.16701534170153418,82.0,98.89412963613282
2024-03,category1,Rice / Oil / Canned food / Fruits / Vegetables / Meat,ALL,ALL,WELLCOME,160,51,0.31875,5.525,31,0.17822580645161293,0.2666490014207083,0.2592555555555556,160.0,100.24776255768857
